,home,away,home_points,away_points
553,Chicago Bulls,Milwaukee Bucks,95,87
554,Houston Rockets,Utah Jazz,97,82
555,San Antonio Spurs,Minnesota Timberwolves,108,93
556,Portland Trail Blazers,Orlando Magic,103,92
557,Atlanta Hawks,Washington Wizards,120,89
558,Miami Heat,Los Angeles Clippers,104,90
559,Memphis Grizzlies,Phoenix Suns,122,110
560,Sacramento Kings,Cleveland Cavaliers,103,84
561,Portland Trail Blazers,Los Angeles Lakers,106,94
562,Boston Celtics,New Orleans Pelicans,108,100
563,Houston Rockets,Brooklyn Nets,113,99
564,Detroit Pistons,Toronto Raptors,114,111
565,Orlando Magic,Chicago Bulls,121,114
566,Minnesota Timberwolves,Indiana Pacers,110,101
567,Atlanta Hawks,Philadelphia 76ers,105,87
568,Washington Wizards,San Antonio Spurs,101,93
569,Phoenix Suns,Cleveland Cavaliers,107,100
570,Golden State Warriors,Utah Jazz,116,105
571,Dallas Mavericks,Sacramento Kings,108,104
572,Miami Heat,Los Angeles Lakers,78,75
573,San Antonio Spurs,Charlotte Hornets,98,93
574,Orlando Magic,Houston Rockets,120,113
575,Memphis Grizzlies,Brooklyn Nets,103,92
576,New Orleans Pelicans,Detroit Pistons,105,94
577,Toronto Raptors,Philadelphia 76ers,100,84
578,Washington Wizards,Chicago Bulls,105,99
579,Atlanta Hawks,Boston Celtics,105,91
580,Denver Nuggets,Dallas Mavericks,114,107
581,Golden State Warriors,Miami Heat,104,89
582,Los Angeles Clippers,Portland Trail Blazers,100,94
583,Houston Rockets,Oklahoma City Thunder,112,101
584,Milwaukee Bucks,New York Knicks,95,79
585,Cleveland Cavaliers,Los Angeles Lakers,109,102
586,Detroit Pistons,Indiana Pacers,98,96
587,Memphis Grizzlies,Orlando Magic,106,96
588,Philadelphia 76ers,New Orleans Pelicans,96,81
589,Brooklyn Nets,Washington Wizards,102,80
590,Chicago Bulls,Boston Celtics,119,103
591,Atlanta Hawks,Toronto Raptors,110,89
592,Oklahoma City Thunder,Golden State Warriors,127,115
593,Dallas Mavericks,Denver Nuggets,97,89
594,San Antonio Spurs,Portland Trail Blazers,110,96
595,Phoenix Suns,Minnesota Timberwolves,110,99
596,Utah Jazz,Los Angeles Lakers,94,85
597,Miami Heat,Sacramento Kings,95,83
598,Cleveland Cavaliers,Los Angeles Clippers,126,121
599,Charlotte Hornets,Indiana Pacers,80,71
600,Detroit Pistons,Philadelphia 76ers,107,89
601,Atlanta Hawks,Chicago Bulls,107,99
602,Golden State Warriors,Houston Rockets,131,106
603,Memphis Grizzlies,Portland Trail Blazers,102,98
604,Washington Wizards,Brooklyn Nets,99,90
605,Minnesota Timberwolves,Denver Nuggets,113,105
606,Los Angeles Clippers,Sacramento Kings,117,108
607,New Orleans Pelicans,Toronto Raptors,95,93
608,Oklahoma City Thunder,Orlando Magic,127,99
609,San Antonio Spurs,Utah Jazz,89,69
610,Charlotte Hornets,Minnesota Timberwolves,105,80
611,Washington Wizards,Philadelphia 76ers,111,76
612,Atlanta Hawks,Detroit Pistons,93,82
613,Los Angeles Clippers,Boston Celtics,102,93
614,Golden State Warriors,Denver Nuggets,122,79
615,Dallas Mavericks,Memphis Grizzlies,103,95
616,Houston Rockets,Indiana Pacers,110,98
617,New York Knicks,New Orleans Pelicans,99,92
618,Toronto Raptors,Milwaukee Bucks,92,89
619,Cleveland Cavaliers,Chicago Bulls,108,94
620,Portland Trail Blazers,Sacramento Kings,98,94
621,Phoenix Suns,Los Angeles Lakers,115,100
622,Oklahoma City Thunder,Miami Heat,94,86
623,San Antonio Spurs,Denver Nuggets,109,99
624,Charlotte Hornets,Miami Heat,78,76
625,Cleveland Cavaliers,Utah Jazz,106,92
626,New York Knicks,Philadelphia 76ers,98,91
627,Atlanta Hawks,Indiana Pacers,110,91
628,Detroit Pistons,Orlando Magic,128,118
629,Memphis Grizzlies,Toronto Raptors,92,86
630,Dallas Mavericks,Minnesota Timberwolves,98,75
631,New Orleans Pelicans,Los Angeles Lakers,96,80
632,Oklahoma City Thunder,Washington Wizards,105,103
633,Phoenix Suns,Portland Trail Blazers,118,113
634,Brooklyn Nets,Sacramento Kings,103,100
635,Golden State Warriors,Houston Rockets,126,113
636,Chicago Bulls,San Antonio Spurs,104,81
637,Utah Jazz,Milwaukee Bucks,101,99
638,Boston Celtics,Portland Trail Blazers,90,89
639,Los Angeles Clippers,Brooklyn Nets,123,84
640,Toronto Raptors,Philadelphia 76ers,91,86
641,Atlanta Hawks,Oklahoma City Thunder,103,93
642,Cleveland Cavaliers,Charlotte Hornets,129,90
643,Miami Heat,Indiana Pacers,89,87
644,New York Knicks,Orlando Magic,113,106
645,Chicago Bulls,Dallas Mavericks,102,98
646,New Orleans Pelicans,Minnesota Timberwolves,92,84
647,San Antonio Spurs,Los Angeles Lakers,99,85
648,Boston Celtics,Denver Nuggets,100,99
649,Houston Rockets,Phoenix Suns,113,111
650,Golden State Warriors,Sacramento Kings,126,101
651,Charlotte Hornets,New York Knicks,76,71
652,Milwaukee Bucks,Detroit Pistons,101,86
653,Memphis Grizzlies,Philadelphia 76ers,101,83
654,Utah Jazz,Brooklyn Nets,108,73
655,Portland Trail Blazers,Washington Wizards,103,96
656,Miami Heat,Chicago Bulls,96,84
657,Cleveland Cavaliers,Oklahoma City Thunder,108,98
658,Los Angeles Clippers,Phoenix Suns,120,100
659,New Orleans Pelicans,Dallas Mavericks,109,106
660,Atlanta Hawks,Minnesota Timberwolves,112,100
661,Indiana Pacers,Orlando Magic,106,99
662,San Antonio Spurs,Milwaukee Bucks,101,95
663,Toronto Raptors,Detroit Pistons,114,110
664,Golden State Warriors,Boston Celtics,114,111
665,Washington Wizards,Denver Nuggets,117,115
666,Houston Rockets,Los Angeles Lakers,99,87
667,Memphis Grizzlies,Orlando Magic,103,94
668,New Orleans Pelicans,Philadelphia 76ers,99,74
669,Oklahoma City Thunder,Minnesota Timberwolves,92,84
670,Boston Celtics,Utah Jazz,99,90
671,Los Angeles Clippers,Denver Nuggets,102,98
672,Toronto Raptors,Indiana Pacers,104,91
673,Cleveland Cavaliers,Detroit Pistons,103,95
674,Milwaukee Bucks,Miami Heat,109,102
675,Memphis Grizzlies,Dallas Mavericks,109,90
676,Chicago Bulls,Golden State Warriors,113,111
677,Washington Wizards,Los Angeles Lakers,98,92
678,Cleveland Cavaliers,Portland Trail Blazers,99,94
679,Philadelphia 76ers,Detroit Pistons,89,69
680,Atlanta Hawks,Brooklyn Nets,113,102
681,Toronto Raptors,Sacramento Kings,119,102
682,Houston Rockets,Dallas Mavericks,99,94
683,Minnesota Timberwolves,Boston Celtics,110,98
684,Denver Nuggets,New Orleans Pelicans,93,85
685,New York Knicks,Oklahoma City Thunder,100,92
686,San Antonio Spurs,Charlotte Hornets,95,86
687,Los Angeles Clippers,Utah Jazz,94,89
688,Phoenix Suns,Washington Wizards,106,98
689,Milwaukee Bucks,Orlando Magic,115,100
690,Memphis Grizzlies,Denver Nuggets,99,69
691,Indiana Pacers,New York Knicks,103,82
692,Los Angeles Lakers,Chicago Bulls,123,118
693,Philadelphia 76ers,Minnesota Timberwolves,103,94
694,Atlanta Hawks,Portland Trail Blazers,105,99
695,Houston Rockets,Boston Celtics,93,87
696,Toronto Raptors,Brooklyn Nets,127,122
697,Cleveland Cavaliers,Sacramento Kings,101,90
698,New Orleans Pelicans,Los Angeles Clippers,108,103
699,Dallas Mavericks,Miami Heat,93,72
700,Utah Jazz,Golden State Warriors,110,100
701,Phoenix Suns,Chicago Bulls,99,93
702,Sacramento Kings,Indiana Pacers,99,94
703,Dallas Mavericks,Orlando Magic,108,93
704,Toronto Raptors,Washington Wizards,120,116
705,Atlanta Hawks,Philadelphia 76ers,91,85
706,Detroit Pistons,Houston Rockets,114,101
707,Memphis Grizzlies,Oklahoma City Thunder,85,74
708,Cleveland Cavaliers,Minnesota Timberwolves,106,90
709,Milwaukee Bucks,Portland Trail Blazers,95,88
710,Charlotte Hornets,Denver Nuggets,104,86
711,Los Angeles Clippers,San Antonio Spurs,105,85
712,Golden State Warriors,Phoenix Suns,106,87
713,Miami Heat,Boston Celtics,83,75
714,New York Knicks,Los Angeles Lakers,92,80
715,Cleveland Cavaliers,Philadelphia 76ers,97,84
716,Charlotte Hornets,Washington Wizards,92,88
717,Brooklyn Nets,Los Angeles Clippers,102,100
718,Milwaukee Bucks,Toronto Raptors,82,75
719,New Orleans Pelicans,Atlanta Hawks,115,100
720,Oklahoma City Thunder,Orlando Magic,104,97
721,Dallas Mavericks,Minnesota Timberwolves,100,94
722,Memphis Grizzlies,Phoenix Suns,102,101
723,Philadelphia 76ers,Denver Nuggets,105,98
724,Detroit Pistons,Miami Heat,108,91
725,Boston Celtics,New York Knicks,108,97
726,Portland Trail Blazers,Utah Jazz,103,102
727,Golden State Warriors,Sacramento Kings,121,96
728,Indiana Pacers,Detroit Pistons,114,109
729,Atlanta Hawks,Washington Wizards,105,96
730,Boston Celtics,Denver Nuggets,104,100
731,Brooklyn Nets,Toronto Raptors,109,93
732,Houston Rockets,Chicago Bulls,101,90
733,Milwaukee Bucks,Los Angeles Lakers,113,105
734,Minnesota Timberwolves,Miami Heat,102,101
735,Oklahoma City Thunder,New Orleans Pelicans,102,91
736,San Antonio Spurs,Orlando Magic,110,103
737,Memphis Grizzlies,Utah Jazz,100,90
738,Golden State Warriors,Dallas Mavericks,128,114
739,Charlotte Hornets,Washington Wizards,94,87
740,Cleveland Cavaliers,Los Angeles Clippers,105,94
741,Dallas Mavericks,Sacramento Kings,101,78
742,Portland Trail Blazers,Phoenix Suns,108,87
743,Brooklyn Nets,New York Knicks,92,88
744,Indiana Pacers,Cleveland Cavaliers,103,99
745,Orlando Magic,Los Angeles Lakers,103,97
746,Atlanta Hawks,Golden State Warriors,124,116
747,Boston Celtics,Philadelphia 76ers,107,96
748,Detroit Pistons,Denver Nuggets,98,88
749,Toronto Raptors,Los Angeles Clippers,123,107
750,Houston Rockets,Milwaukee Bucks,117,111
751,Minnesota Timberwolves,Memphis Grizzlies,90,89
752,New Orleans Pelicans,Oklahoma City Thunder,116,113
753,Phoenix Suns,Utah Jazz,100,93
754,San Antonio Spurs,Miami Heat,98,85
755,Chicago Bulls,New Orleans Pelicans,107,72
756,Washington Wizards,Brooklyn Nets,114,77
757,Golden State Warriors,New York Knicks,106,92
758,Philadelphia 76ers,Charlotte Hornets,89,81
759,Dallas Mavericks,Portland Trail Blazers,111,101
760,Milwaukee Bucks,Boston Celtics,96,93
761,Utah Jazz,Sacramento Kings,102,90
762,Oklahoma City Thunder,Los Angeles Clippers,131,108
763,Cleveland Cavaliers,Los Angeles Lakers,120,105
764,Memphis Grizzlies,Atlanta Hawks,94,88
765,Indiana Pacers,Charlotte Hornets,103,102
766,Minnesota Timberwolves,Detroit Pistons,112,101
767,Chicago Bulls,Orlando Magic,98,97
768,Portland Trail Blazers,Houston Rockets,109,98
769,Toronto Raptors,San Antonio Spurs,87,82
770,Sacramento Kings,Phoenix Suns,85,83
771,San Antonio Spurs,Indiana Pacers,95,93
772,Golden State Warriors,Philadelphia 76ers,89,84
773,Washington Wizards,Orlando Magic,96,80
774,Miami Heat,New York Knicks,109,95
775,Milwaukee Bucks,Brooklyn Nets,103,97
776,Atlanta Hawks,Minnesota Timberwolves,117,105
777,Utah Jazz,New Orleans Pelicans,100,96
778,Los Angeles Clippers,Dallas Mavericks,115,98
779,Oklahoma City Thunder,Denver Nuggets,124,114
780,Detroit Pistons,Charlotte Hornets,106,78
781,Houston Rockets,Phoenix Suns,127,118
782,Chicago Bulls,Sacramento Kings,104,86
783,Memphis Grizzlies,Brooklyn Nets,95,86
784,Denver Nuggets,Los Angeles Lakers,106,96
785,Orlando Magic,New York Knicks,89,83
786,Boston Celtics,Atlanta Hawks,89,88
787,San Antonio Spurs,Detroit Pistons,104,87
788,Toronto Raptors,Washington Wizards,95,93
789,Milwaukee Bucks,Sacramento Kings,111,103
790,Golden State Warriors,Minnesota Timberwolves,94,91
791,Indiana Pacers,New Orleans Pelicans,106,93
792,Oklahoma City Thunder,Memphis Grizzlies,105,89
793,Cleveland Cavaliers,Miami Heat,113,93
794,Dallas Mavericks,Utah Jazz,87,82
795,Portland Trail Blazers,Los Angeles Lakers,102,86
796,Los Angeles Clippers,Houston Rockets,110,95
797,Chicago Bulls,Cleveland Cavaliers,113,98
798,Oklahoma City Thunder,Dallas Mavericks,104,89
799,Los Angeles Clippers,San Antonio Spurs,119,115
800,Orlando Magic,New Orleans Pelicans,95,84
801,Indiana Pacers,Philadelphia 76ers,106,95
802,Toronto Raptors,Atlanta Hawks,105,80
803,Detroit Pistons,Chicago Bulls,100,91
804,Miami Heat,New York Knicks,111,87
805,Minnesota Timberwolves,Phoenix Suns,111,109
806,Cleveland Cavaliers,Washington Wizards,127,89
807,Dallas Mavericks,Houston Rockets,111,100
808,Milwaukee Bucks,Denver Nuggets,89,81
809,Utah Jazz,Portland Trail Blazers,92,76
810,Sacramento Kings,Boston Celtics,109,101
811,Golden State Warriors,San Antonio Spurs,110,99
812,Brooklyn Nets,Los Angeles Lakers,114,105
813,Oklahoma City Thunder,Charlotte Hornets,110,103
814,New Orleans Pelicans,Miami Heat,105,91
815,Chicago Bulls,Phoenix Suns,112,107
816,Houston Rockets,Toronto Raptors,98,76
817,Los Angeles Clippers,Sacramento Kings,126,99
818,Cleveland Cavaliers,New York Knicks,101,83
819,Atlanta Hawks,Milwaukee Bucks,97,86
820,Detroit Pistons,Washington Wizards,106,89
821,Indiana Pacers,Golden State Warriors,104,98
822,Orlando Magic,Philadelphia 76ers,103,98
823,Oklahoma City Thunder,Denver Nuggets,119,94
824,Dallas Mavericks,Charlotte Hornets,92,81
825,Memphis Grizzlies,Portland Trail Blazers,98,92
826,Los Angeles Lakers,Boston Celtics,118,111
827,Miami Heat,Philadelphia 76ers,119,108
828,Chicago Bulls,Milwaukee Bucks,87,71
829,Houston Rockets,Minnesota Timberwolves,113,102
830,New Orleans Pelicans,Toronto Raptors,100,97
831,Brooklyn Nets,Denver Nuggets,110,82
832,Boston Celtics,Phoenix Suns,115,110
833,Utah Jazz,San Antonio Spurs,90,81
834,Memphis Grizzlies,Los Angeles Clippers,90,87
835,Golden State Warriors,Washington Wizards,114,107
836,Cleveland Cavaliers,Detroit Pistons,102,93
837,Oklahoma City Thunder,Indiana Pacers,105,92
838,Dallas Mavericks,Toronto Raptors,99,92
839,Miami Heat,Orlando Magic,93,90
840,Atlanta Hawks,Dallas Mavericks,104,87
841,Boston Celtics,New York Knicks,115,94
842,Charlotte Hornets,Chicago Bulls,98,86
843,Houston Rockets,Los Angeles Clippers,110,105
844,Milwaukee Bucks,Philadelphia 76ers,104,88
845,Minnesota Timberwolves,Washington Wizards,97,77
846,New Orleans Pelicans,Brooklyn Nets,102,96
847,Phoenix Suns,Denver Nuggets,110,96
848,Los Angeles Lakers,Utah Jazz,100,97
849,Sacramento Kings,Memphis Grizzlies,102,90
850,Portland Trail Blazers,San Antonio Spurs,111,95
851,Cleveland Cavaliers,Golden State Warriors,110,99
852,Phoenix Suns,Oklahoma City Thunder,117,113
853,Indiana Pacers,Cleveland Cavaliers,93,86
854,Philadelphia 76ers,Washington Wizards,89,81
855,Atlanta Hawks,Orlando Magic,95,88
856,Boston Celtics,Charlotte Hornets,106,98
857,New York Knicks,Detroit Pistons,121,115
858,Golden State Warriors,Toronto Raptors,113,89
859,Chicago Bulls,Minnesota Timberwolves,96,89
860,Houston Rockets,Brooklyn Nets,102,98
861,Los Angeles Clippers,Memphis Grizzlies,97,79
862,New Orleans Pelicans,Miami Heat,104,102
863,Utah Jazz,Denver Nuggets,104,82
864,San Antonio Spurs,Sacramento Kings,107,96
865,Los Angeles Lakers,Milwaukee Bucks,101,93
866,Portland Trail Blazers,Oklahoma City Thunder,115,112
867,Washington Wizards,Detroit Pistons,99,95
868,Atlanta Hawks,Miami Heat,93,91
869,New York Knicks,Toronto Raptors,103,98
870,Memphis Grizzlies,Minnesota Timberwolves,101,97
871,Brooklyn Nets,Dallas Mavericks,104,94
872,San Antonio Spurs,Phoenix Suns,101,74
873,Utah Jazz,Milwaukee Bucks,82,75
874,Los Angeles Clippers,Chicago Bulls,96,86
875,Oklahoma City Thunder,Los Angeles Lakers,108,101
876,Portland Trail Blazers,Sacramento Kings,110,99
877,Golden State Warriors,Boston Celtics,106,101
878,Indiana Pacers,Philadelphia 76ers,94,74
879,Charlotte Hornets,Orlando Magic,98,83
880,Houston Rockets,Cleveland Cavaliers,105,103
881,New Orleans Pelicans,Denver Nuggets,99,92
882,Toronto Raptors,Philadelphia 76ers,114,103
883,Brooklyn Nets,Golden State Warriors,110,108
884,Miami Heat,Phoenix Suns,115,98
885,Los Angeles Clippers,Minnesota Timberwolves,110,105
886,Dallas Mavericks,New Orleans Pelicans,102,93
887,Sacramento Kings,New York Knicks,124,86
888,Charlotte Hornets,Los Angeles Lakers,104,103
889,Cleveland Cavaliers,Boston Celtics,110,79
890,Atlanta Hawks,Houston Rockets,104,96
891,Chicago Bulls,Washington Wizards,97,92
892,Utah Jazz,Memphis Grizzlies,93,82
893,Denver Nuggets,Milwaukee Bucks,106,95
894,Indiana Pacers,New York Knicks,105,82
895,Phoenix Suns,Orlando Magic,105,100
896,Boston Celtics,Utah Jazz,85,84
897,Charlotte Hornets,Brooklyn Nets,115,91
898,Cleveland Cavaliers,Toronto Raptors,120,112
899,Memphis Grizzlies,Houston Rockets,102,100
900,Denver Nuggets,Minnesota Timberwolves,100,85
901,New Orleans Pelicans,Detroit Pistons,88,85
902,Oklahoma City Thunder,Philadelphia 76ers,123,118
903,Miami Heat,Los Angeles Lakers,100,94
904,San Antonio Spurs,Sacramento Kings,112,85
905,Golden State Warriors,Milwaukee Bucks,102,93
906,Portland Trail Blazers,Los Angeles Clippers,98,93
907,Chicago Bulls,Oklahoma City Thunder,108,105
908,Portland Trail Blazers,Dallas Mavericks,94,75
909,Charlotte Hornets,Toronto Raptors,103,94
910,Indiana Pacers,Chicago Bulls,98,84
911,Orlando Magic,Sacramento Kings,119,114
912,Utah Jazz,Philadelphia 76ers,89,83
913,Atlanta Hawks,Cleveland Cavaliers,106,97
914,Phoenix Suns,Brooklyn Nets,108,100
915,Houston Rockets,Detroit Pistons,103,93
916,Memphis Grizzlies,Los Angeles Lakers,97,90
917,Boston Celtics,New Orleans Pelicans,104,98
918,Washington Wizards,Miami Heat,99,97
919,San Antonio Spurs,Denver Nuggets,120,111
920,Golden State Warriors,Dallas Mavericks,104,89
921,New Orleans Pelicans,Memphis Grizzlies,95,89
922,Cleveland Cavaliers,Phoenix Suns,89,79
923,Miami Heat,Sacramento Kings,114,109
924,Indiana Pacers,New York Knicks,92,86
925,Philadelphia 76ers,Atlanta Hawks,92,84
926,Minnesota Timberwolves,Portland Trail Blazers,121,113
927,Milwaukee Bucks,Washington Wizards,91,85
928,Houston Rockets,Denver Nuggets,114,100
929,San Antonio Spurs,Chicago Bulls,116,105
930,Golden State Warriors,Los Angeles Clippers,106,98
931,Utah Jazz,Brooklyn Nets,95,88
932,Charlotte Hornets,Detroit Pistons,108,101
933,Orlando Magic,Boston Celtics,103,98
934,Oklahoma City Thunder,Toronto Raptors,108,104
935,Dallas Mavericks,Los Angeles Lakers,100,93
936,Washington Wizards,Charlotte Hornets,95,69
937,Atlanta Hawks,Sacramento Kings,130,105
938,Boston Celtics,Miami Heat,100,90
939,Memphis Grizzlies,Chicago Bulls,101,91
940,New Orleans Pelicans,Milwaukee Bucks,114,103
941,Denver Nuggets,New York Knicks,106,78
942,Golden State Warriors,Phoenix Suns,98,80
943,Los Angeles Clippers,Minnesota Timberwolves,89,76
944,Indiana Pacers,Orlando Magic,118,86
945,New Orleans Pelicans,Brooklyn Nets,111,91
946,Cleveland Cavaliers,Dallas Mavericks,127,94
947,San Antonio Spurs,Toronto Raptors,117,107
948,Utah Jazz,New York Knicks,87,82
949,Los Angeles Lakers,Detroit Pistons,93,85
950,Sacramento Kings,Charlotte Hornets,113,106
951,Chicago Bulls,Philadelphia 76ers,104,95
952,Boston Celtics,Memphis Grizzlies,95,92
953,Miami Heat,Brooklyn Nets,104,98
954,Milwaukee Bucks,Orlando Magic,97,91
955,Los Angeles Clippers,Oklahoma City Thunder,120,108
956,Denver Nuggets,Atlanta Hawks,115,102
957,Phoenix Suns,Minnesota Timberwolves,106,97
958,Golden State Warriors,Detroit Pistons,105,98
959,Portland Trail Blazers,Houston Rockets,105,100
960,Indiana Pacers,Milwaukee Bucks,109,103
961,Washington Wizards,Memphis Grizzlies,107,87
962,Cleveland Cavaliers,San Antonio Spurs,128,125
963,Utah Jazz,Houston Rockets,109,91
964,New York Knicks,Los Angeles Lakers,101,94
965,Charlotte Hornets,Chicago Bulls,101,91
966,Philadelphia 76ers,Sacramento Kings,114,107
967,Boston Celtics,Orlando Magic,95,88
968,Toronto Raptors,Miami Heat,102,92
969,Oklahoma City Thunder,Minnesota Timberwolves,113,99
970,Dallas Mavericks,Los Angeles Clippers,129,99
971,Denver Nuggets,Golden State Warriors,114,103
972,Atlanta Hawks,Phoenix Suns,96,87
973,Portland Trail Blazers,Detroit Pistons,118,99
974,Boston Celtics,Indiana Pacers,93,89
975,Washington Wizards,Sacramento Kings,113,97
976,Brooklyn Nets,Philadelphia 76ers,94,87
977,Memphis Grizzlies,Milwaukee Bucks,96,83
978,Utah Jazz,Detroit Pistons,88,85
979,Golden State Warriors,New York Knicks,125,94
980,Oklahoma City Thunder,Chicago Bulls,109,100
981,Houston Rockets,Los Angeles Clippers,100,98
982,Denver Nuggets,New Orleans Pelicans,118,111
983,Cleveland Cavaliers,Orlando Magic,123,108
984,San Antonio Spurs,Minnesota Timberwolves,123,97
985,Portland Trail Blazers,Toronto Raptors,113,97
986,Phoenix Suns,New York Knicks,102,89
987,Atlanta Hawks,Los Angeles Lakers,91,86
988,Toronto Raptors,Indiana Pacers,117,98
989,Washington Wizards,Portland Trail Blazers,105,97
990,Boston Celtics,Philadelphia 76ers,108,89
991,Memphis Grizzlies,Denver Nuggets,92,81
992,Brooklyn Nets,Minnesota Timberwolves,122,106
993,Miami Heat,Cleveland Cavaliers,106,92
994,Dallas Mavericks,Oklahoma City Thunder,119,115
995,Utah Jazz,Charlotte Hornets,94,66
996,Atlanta Hawks,Sacramento Kings,110,103
997,Golden State Warriors,Los Angeles Lakers,108,105
998,Detroit Pistons,Memphis Grizzlies,105,95
999,New York Knicks,San Antonio Spurs,104,100
1000,Houston Rockets,Orlando Magic,107,94
1001,New Orleans Pelicans,Milwaukee Bucks,85,84
1002,Los Angeles Clippers,Charlotte Hornets,99,92
1003,Cleveland Cavaliers,Brooklyn Nets,117,92
1004,Philadelphia 76ers,Detroit Pistons,94,83
1005,Miami Heat,Portland Trail Blazers,108,104
1006,Toronto Raptors,Minnesota Timberwolves,105,100
1007,Chicago Bulls,Indiana Pacers,103,86
1008,San Antonio Spurs,Milwaukee Bucks,114,103
1009,Oklahoma City Thunder,Boston Celtics,122,118
1010,Dallas Mavericks,Orlando Magic,107,102
1011,Los Angeles Clippers,Sacramento Kings,116,105
1012,Golden State Warriors,Atlanta Hawks,114,95
1013,Washington Wizards,Utah Jazz,88,84
1014,Minnesota Timberwolves,New York Knicks,95,92
1015,Houston Rockets,Denver Nuggets,118,108
1016,Phoenix Suns,New Orleans Pelicans,74,72
1017,Utah Jazz,Los Angeles Lakers,80,73
1018,Orlando Magic,Portland Trail Blazers,111,104
1019,Philadelphia 76ers,New York Knicks,97,81
1020,Brooklyn Nets,Milwaukee Bucks,129,127
1021,Cleveland Cavaliers,Indiana Pacers,95,92
1022,Miami Heat,Denver Nuggets,108,91
1023,Chicago Bulls,Toronto Raptors,108,92
1024,Oklahoma City Thunder,Atlanta Hawks,123,115
1025,Memphis Grizzlies,Dallas Mavericks,112,101
1026,San Antonio Spurs,Boston Celtics,101,89
1027,Sacramento Kings,Charlotte Hornets,101,91
1028,Golden State Warriors,New Orleans Pelicans,112,96
1029,Los Angeles Clippers,Washington Wizards,113,99
1030,Brooklyn Nets,Indiana Pacers,123,111
1031,Detroit Pistons,Chicago Bulls,107,91
1032,Phoenix Suns,Houston Rockets,117,102
1033,Memphis Grizzlies,Portland Trail Blazers,97,86
1034,Golden State Warriors,Utah Jazz,106,91
1035,Cleveland Cavaliers,Milwaukee Bucks,108,90
1036,Oklahoma City Thunder,Miami Heat,93,75
1037,San Antonio Spurs,Atlanta Hawks,114,95
1038,Los Angeles Clippers,New Orleans Pelicans,107,100
1039,Toronto Raptors,New York Knicks,106,89
1040,Sacramento Kings,Washington Wizards,109,86
1041,Detroit Pistons,Boston Celtics,105,97
1042,Denver Nuggets,Orlando Magic,119,100
1043,Charlotte Hornets,Minnesota Timberwolves,109,98
1044,Phoenix Suns,Dallas Mavericks,98,92
1045,Los Angeles Lakers,Philadelphia 76ers,101,87
1046,Houston Rockets,Indiana Pacers,110,100
1047,Boston Celtics,Brooklyn Nets,110,91
1048,Memphis Grizzlies,New York Knicks,103,82
1049,Chicago Bulls,Charlotte Hornets,98,86
1050,Minnesota Timberwolves,Utah Jazz,106,104
1051,Golden State Warriors,Washington Wizards,107,76
1052,Detroit Pistons,Toronto Raptors,108,104
1053,Milwaukee Bucks,Miami Heat,89,88
1054,Oklahoma City Thunder,Los Angeles Lakers,127,117
1055,Dallas Mavericks,San Antonio Spurs,101,94
1056,Sacramento Kings,Philadelphia 76ers,107,106
1057,Golden State Warriors,Portland Trail Blazers,122,108
1058,Brooklyn Nets,Charlotte Hornets,91,88
1059,Los Angeles Clippers,New York Knicks,111,80
1060,Atlanta Hawks,Orlando Magic,95,83
1061,Indiana Pacers,Washington Wizards,103,101
1062,Miami Heat,Boston Celtics,93,86
1063,Chicago Bulls,Toronto Raptors,116,103
1064,Cleveland Cavaliers,Memphis Grizzlies,111,89
1065,Los Angeles Lakers,Minnesota Timberwolves,101,99
1066,Houston Rockets,New Orleans Pelicans,95,93
1067,Philadelphia 76ers,Denver Nuggets,99,85
1068,Portland Trail Blazers,Utah Jazz,92,89
1069,San Antonio Spurs,Oklahoma City Thunder,130,91
1070,Sacramento Kings,Phoenix Suns,108,99
1071,Milwaukee Bucks,Indiana Pacers,111,107
1072,Detroit Pistons,Orlando Magic,111,97
1073,Los Angeles Clippers,Philadelphia 76ers,119,98
1074,Washington Wizards,Charlotte Hornets,110,107
1075,Atlanta Hawks,Miami Heat,99,86
1076,Brooklyn Nets,Cleveland Cavaliers,106,98
1077,Boston Celtics,New York Knicks,96,92
1078,Toronto Raptors,Los Angeles Lakers,94,83
1079,Houston Rockets,Minnesota Timberwolves,120,110
1080,Golden State Warriors,Memphis Grizzlies,107,84
1081,New Orleans Pelicans,Sacramento Kings,102,88
1082,San Antonio Spurs,Dallas Mavericks,94,76
1083,Denver Nuggets,Utah Jazz,107,91
1084,Portland Trail Blazers,Phoenix Suns,87,81
1085,Charlotte Hornets,Atlanta Hawks,115,100
1086,Chicago Bulls,New York Knicks,111,80
1087,Golden State Warriors,Milwaukee Bucks,108,95
1088,Utah Jazz,Oklahoma City Thunder,94,89
1089,Portland Trail Blazers,Denver Nuggets,120,114
1090,Cleveland Cavaliers,Philadelphia 76ers,87,86
1091,Brooklyn Nets,Los Angeles Lakers,107,99
1092,New Orleans Pelicans,Minnesota Timberwolves,110,88
1093,Los Angeles Clippers,Boston Celtics,119,106
1094,Miami Heat,Detroit Pistons,109,102
1095,Houston Rockets,Washington Wizards,99,91
1096,San Antonio Spurs,Memphis Grizzlies,103,89
1097,Indiana Pacers,Dallas Mavericks,104,99
1098,Oklahoma City Thunder,Phoenix Suns,109,97
1099,Boston Celtics,Charlotte Hornets,116,104
1100,Los Angeles Lakers,Philadelphia 76ers,113,111
1101,Atlanta Hawks,Milwaukee Bucks,101,88
